80	80
80	80
80	80
80	80
80	80
80	80
80	80
79	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	79
80	79
80	79
80	79
80	80
80	80
80	80
80	80
80	80
80	79
80	79
80	79
80	80
80	80
80	80
79	80
80	80
80	79
80	79
80	79
80	80
80	80
80	80
80	80
58	80
53	60
80	60
80	80
80	80
80	80
80	80
80	80
80	80
80	79
80	79
80	80
67	80
80	80
80	80
80	80
80	79
80	79
80	79
80	80
80	80
80	80
80	80
80	80
79	79
37	79
63	63
80	63
80	79
80	80
80	80
80	80
80	79
80	79
80	80
80	80
80	80
80	80
80	80
79	80
80	79
80	79
80	80
46	80
56	54
80	54
80	79
80	79
80	79
80	79
80	79
80	80
80	80
80	80
80	80
80	79
80	79
80	79
80	80
80	80
79	80
43	79
43	47
39	44
36	40
43	40
43	42
41	42
44	43
42	43
37	43
80	43
80	79
80	79
80	79
80	80
80	80
80	80
80	80
80	80
39	79
41	39
46	39
39	42
40	42
39	40
30	36
26	31
26	28
41	28
79	40
80	79
80	80
80	80
80	80
80	80
80	79
80	79
80	80
80	80
79	80
50	79
37	49
32	38
31	33
36	33
40	33
36	39
76	39
80	76
80	80
80	80
79	80
80	79
80	79
80	80
80	80
80	80
80	80
80	79
80	79
80	79
80	79
80	79
80	80
80	80
80	80
80	80
80	80
80	79
80	79
80	80
80	80
80	80
80	80
80	80
80	79
80	79
80	79
80	79
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
70	80
80	80
80	80
68	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
80	80
